gender,customer_type,age,type_of_travel,class,flight_distance,inflight_wifi_service,departure/arrival_time_convenient,ease_of_online_booking,food_and_drink,inflight_entertainment,baggage_handling,cleanliness,departure_delay_in_minutes,arrival_delay_in_minutes,satisfaction
Male,Loyal Customer,45,Business Travel,Business,3586.0,1,1,1,4,4,5,4,0.0,0.0,Satisfied
Female,Loyal Customer,60,Business Travel,Business,3587.0,1,1,1,3,5,5,5,18.0,19.0,Satisfied
Female,Loyal Customer,39,Business Travel,Business,3587.0,4,4,4,5,4,4,3,24.0,17.0,Satisfied
Female,Loyal Customer,48,Business Travel,Business,3587.0,3,3,3,4,3,3,4,0.0,0.0,Satisfied
Male,Loyal Customer,50,Business Travel,Business,3587.0,2,2,2,2,5,5,4,7.0,1.0,Satisfied
Female,Loyal Customer,35,Business Travel,Business,3587.0,2,2,2,2,5,5,5,0.0,0.0,Satisfied
Male,Loyal Customer,58,Business Travel,Business,3587.0,2,3,2,4,4,4,5,5.0,8.0,Satisfied
Male,Loyal Customer,77,Business Travel,Business,3587.0,4,4,4,4,3,4,4,15.0,17.0,Dissatisfied
Male,Loyal Customer,49,Business Travel,Business,3587.0,5,5,5,5,4,4,3,0.0,0.0,Satisfied
Female,Loyal Customer,15,Business Travel,Business,3587.0,3,3,3,2,2,4,2,0.0,0.0,Satisfied
Female,Loyal Customer,49,Business Travel,Business,3587.0,5,5,5,4,5,5,5,5.0,0.0,Satisfied
Female,Loyal Customer,36,Business Travel,Business,3587.0,3,3,3,4,4,4,4,0.0,0.0,Neutral
Female,Loyal Customer,41,Business Travel,Business,3587.0,0,5,1,2,3,3,3,19.0,14.0,Satisfied
Male,Loyal Customer,56,Business Travel,Business,3588.0,3,3,3,3,4,4,2,20.0,4.0,Satisfied
Male,Loyal Customer,52,Business Travel,Business,3588.0,1,1,4,2,4,4,5,0.0,0.0,Satisfied
Female,Loyal Customer,14,Business Travel,Business,3588.0,1,2,3,4,4,4,4,0.0,0.0,Neutral
Female,Loyal Customer,37,Business Travel,Business,3588.0,0,4,1,5,3,3,3,8.0,3.0,Satisfied
Male,Loyal Customer,45,Business Travel,Business,3588.0,3,3,4,4,4,4,4,152.0,136.0,Satisfied
Male,Loyal Customer,40,Business Travel,Business,3588.0,2,2,3,4,4,4,4,0.0,0.0,Neutral
Male,Loyal Customer,27,Business Travel,Business,3588.0,2,2,2,5,5,5,5,0.0,0.0,Satisfied
Female,Loyal Customer,74,Business Travel,Business,3589.0,3,3,3,3,3,3,4,0.0,3.0,Satisfied
Female,Loyal Customer,51,Business Travel,Business,3589.0,3,3,3,4,4,4,4,0.0,0.0,Satisfied
Male,Loyal Customer,50,Business Travel,Business,3589.0,3,4,3,5,3,3,2,58.0,53.0,Dissatisfied
Female,Loyal Customer,48,Business Travel,Business,3589.0,1,5,5,5,1,1,2,2.0,7.0,Dissatisfied
Female,Loyal Customer,51,Business Travel,Business,3590.0,4,4,4,2,5,5,5,4.0,0.0,Satisfied
Female,Loyal Customer,45,Business Travel,Business,3590.0,1,3,2,1,1,1,2,0.0,7.0,Dissatisfied
Female,Loyal Customer,57,Business Travel,Business,3590.0,5,5,5,4,4,4,3,68.0,67.0,Satisfied
Female,Loyal Customer,40,Business Travel,Business,3590.0,5,5,5,5,4,4,5,0.0,0.0,Satisfied
Female,Loyal Customer,53,Business Travel,Business,3590.0,3,3,3,4,4,4,4,19.0,3.0,Satisfied
Female,Loyal Customer,51,Business Travel,Business,3590.0,5,5,5,2,5,5,5,0.0,3.0,Satisfied
Female,Loyal Customer,40,Business Travel,Business,3590.0,1,4,3,4,4,4,4,0.0,0.0,Neutral
Male,Loyal Customer,54,Business Travel,Business,3590.0,3,3,3,5,5,5,4,0.0,0.0,Satisfied
Female,Loyal Customer,51,Business Travel,Business,3591.0,3,3,3,4,4,4,4,0.0,0.0,Neutral
Male,Loyal Customer,60,Business Travel,Business,3591.0,5,5,5,2,5,5,4,97.0,108.0,Satisfied
Female,Loyal Customer,51,Business Travel,Business,3591.0,4,4,4,3,4,4,4,0.0,0.0,Satisfied
Male,Loyal Customer,58,Business Travel,Business,3591.0,4,4,4,3,4,4,4,0.0,0.0,Satisfied
Male,Loyal Customer,39,Business Travel,Business,3591.0,3,4,4,3,3,2,3,0.0,0.0,Unknown
Female,Loyal Customer,40,Business Travel,Business,3591.0,2,2,2,5,5,5,4,0.0,0.0,Satisfied
Female,Loyal Customer,55,Business Travel,Business,3591.0,5,5,5,5,5,5,5,0.0,0.0,Satisfied
Female,Loyal Customer,24,Business Travel,Business,3591.0,3,3,3,5,5,5,5,0.0,45.0,Satisfied
Female,Loyal Customer,59,Business Travel,Business,3591.0,3,3,3,5,4,4,3,0.0,0.0,Satisfied
Female,Loyal Customer,56,Business Travel,Business,3591.0,4,4,4,5,4,4,5,0.0,0.0,Satisfied
Female,Loyal Customer,45,Business Travel,Business,3592.0,2,2,2,5,5,5,4,0.0,0.0,Satisfied
Female,Loyal Customer,56,Business Travel,Business,3592.0,2,4,4,1,2,2,2,18.0,19.0,Dissatisfied
Male,Loyal Customer,60,Business Travel,Business,3592.0,2,3,3,5,2,2,2,0.0,0.0,Dissatisfied
Male,Loyal Customer,48,Business Travel,Business,3592.0,4,1,4,1,5,5,2,70.0,76.0,Satisfied
Male,Loyal Customer,37,Business Travel,Business,3592.0,3,4,4,2,3,3,4,0.0,0.0,Dissatisfied
Female,Loyal Customer,41,Business Travel,Business,3592.0,0,5,1,5,4,4,4,0.0,0.0,Satisfied
Male,Loyal Customer,51,Business Travel,Business,3592.0,1,1,3,4,4,4,4,0.0,0.0,Neutral
Male,Loyal Customer,22,Business Travel,Business,3592.0,1,1,3,4,4,4,4,0.0,0.0,Neutral
Male,Loyal Customer,42,Business Travel,Business,3592.0,3,3,3,5,5,5,5,0.0,0.0,Satisfied
Female,Loyal Customer,45,Business Travel,Business,3592.0,2,2,2,2,4,4,4,18.0,1.0,Satisfied
Male,Loyal Customer,58,Business Travel,Business,3593.0,4,4,5,4,2,2,5,0.0,0.0,Satisfied
Female,Loyal Customer,42,Business Travel,Business,3593.0,2,2,3,4,4,4,4,0.0,0.0,Neutral
Male,Loyal Customer,57,Business Travel,Business,3593.0,2,2,2,2,5,5,5,0.0,0.0,Satisfied
Female,Loyal Customer,49,Business Travel,Business,3593.0,1,1,1,4,5,5,4,0.0,0.0,Satisfied
Male,Loyal Customer,39,Business Travel,Business,3593.0,3,3,5,4,4,3,2,0.0,0.0,Dissatisfied
Male,Loyal Customer,50,Business Travel,Business,3594.0,2,2,2,1,2,2,3,10.0,0.0,Dissatisfied
Male,Loyal Customer,41,Business Travel,Business,3594.0,1,1,3,4,4,4,4,0.0,0.0,Neutral
Female,Loyal Customer,53,Business Travel,Business,3594.0,4,4,2,3,2,2,4,0.0,0.0,Satisfied
Male,Loyal Customer,45,Business Travel,Business,3594.0,2,2,4,2,5,5,4,0.0,0.0,Satisfied
Female,Loyal Customer,50,Business Travel,Business,3595.0,2,1,2,2,4,4,5,0.0,0.0,Satisfied
Female,Loyal Customer,50,Business Travel,Business,3595.0,2,2,2,4,5,5,2,0.0,0.0,Satisfied
Male,Loyal Customer,40,Business Travel,Business,3595.0,5,5,5,3,5,4,3,1.0,0.0,Satisfied
Male,Loyal Customer,35,Business Travel,Business,3595.0,4,4,4,1,5,5,4,4.0,2.0,Satisfied
Male,Loyal Customer,36,Business Travel,Business,3595.0,3,4,4,1,3,3,2,0.0,0.0,Dissatisfied
Female,Loyal Customer,25,Business Travel,Business,3595.0,2,2,5,4,4,3,4,0.0,0.0,Unknown
Male,Loyal Customer,40,Business Travel,Business,3595.0,4,4,4,4,4,4,5,0.0,2.0,Satisfied
Male,Loyal Customer,55,Business Travel,Business,3596.0,1,1,4,3,5,5,5,1.0,2.0,Satisfied
Male,Loyal Customer,58,Business Travel,Business,3596.0,3,3,3,5,5,5,4,0.0,0.0,Satisfied
Female,Loyal Customer,41,Business Travel,Business,3596.0,3,3,5,2,3,3,4,0.0,0.0,Satisfied
Male,Loyal Customer,19,Business Travel,Business,3596.0,3,3,3,2,2,4,2,19.0,16.0,Satisfied
Female,Loyal Customer,36,Business Travel,Business,3596.0,2,2,2,3,4,4,4,0.0,4.0,Satisfied
Female,Loyal Customer,50,Business Travel,Business,3596.0,0,5,1,4,5,5,4,23.0,16.0,Satisfied
Female,Loyal Customer,43,Business Travel,Business,3596.0,0,4,1,3,5,5,5,4.0,10.0,Satisfied
Female,Loyal Customer,45,Business Travel,Business,3597.0,4,4,4,3,2,2,4,22.0,11.0,Satisfied
Male,Loyal Customer,44,Business Travel,Business,3597.0,4,4,4,3,4,4,4,0.0,11.0,Satisfied
Female,Loyal Customer,39,Business Travel,Business,3597.0,2,2,2,3,5,5,4,57.0,66.0,Satisfied
Male,Loyal Customer,39,Business Travel,Business,3597.0,2,3,3,5,2,2,4,0.0,10.0,Dissatisfied
Male,Loyal Customer,53,Business Travel,Business,3597.0,2,2,2,5,4,4,5,0.0,2.0,Satisfied
Male,Loyal Customer,48,Business Travel,Business,3597.0,1,1,1,5,4,4,4,0.0,12.0,Satisfied
Male,Loyal Customer,45,Business Travel,Business,3597.0,1,1,1,4,5,5,4,39.0,35.0,Satisfied
Female,Loyal Customer,47,Business Travel,Business,3597.0,2,2,2,5,5,5,3,9.0,0.0,Satisfied
Female,Loyal Customer,54,Business Travel,Business,3598.0,2,2,4,4,4,4,3,0.0,0.0,Satisfied
Female,Loyal Customer,49,Business Travel,Business,3598.0,2,2,2,2,4,4,3,10.0,5.0,Satisfied
Male,Loyal Customer,38,Business Travel,Business,3598.0,4,5,4,5,5,4,3,0.0,4.0,Satisfied
Male,Loyal Customer,43,Business Travel,Business,3598.0,2,2,2,5,5,4,5,109.0,137.0,Satisfied
Male,Loyal Customer,33,Business Travel,Business,3598.0,2,5,5,2,2,4,2,0.0,0.0,Dissatisfied
Female,Loyal Customer,52,Business Travel,Business,3598.0,5,5,5,4,5,5,5,0.0,0.0,Satisfied
Male,Loyal Customer,53,Business Travel,Business,3598.0,1,1,1,3,5,5,3,0.0,0.0,Satisfied
Male,Loyal Customer,52,Business Travel,Business,3598.0,4,4,3,4,5,5,3,0.0,0.0,Satisfied
Female,Loyal Customer,47,Business Travel,Business,3598.0,0,1,1,5,2,2,4,20.0,26.0,Satisfied
Male,Loyal Customer,51,Business Travel,Business,3598.0,3,3,3,4,5,5,3,84.0,91.0,Satisfied
Male,Loyal Customer,39,Business Travel,Business,3598.0,3,3,4,5,4,4,3,0.0,0.0,Satisfied
Female,Loyal Customer,70,Business Travel,Business,3598.0,3,3,5,3,3,3,3,0.0,0.0,Satisfied
Female,Loyal Customer,59,Business Travel,Business,3598.0,4,4,3,4,4,4,4,0.0,0.0,Neutral
Female,Loyal Customer,55,Business Travel,Business,3599.0,5,5,5,3,4,4,5,0.0,0.0,Satisfied
Male,Loyal Customer,50,Business Travel,Business,3599.0,3,3,3,4,5,5,4,12.0,24.0,Satisfied
Female,Loyal Customer,57,Business Travel,Business,3599.0,1,1,1,5,3,3,4,60.0,56.0,Satisfied
Male,Loyal Customer,45,Business Travel,Business,3599.0,4,4,4,4,3,3,3,0.0,0.0,Satisfied
Male,Loyal Customer,49,Business Travel,Business,3599.0,4,4,4,4,5,5,3,17.0,23.0,Satisfied
Female,Loyal Customer,36,Business Travel,Business,3600.0,0,1,1,1,2,2,2,0.0,0.0,Satisfied
Female,Loyal Customer,41,Business Travel,Business,3600.0,5,5,5,4,4,4,4,50.0,48.0,Satisfied
Female,Loyal Customer,58,Business Travel,Business,3600.0,1,2,5,1,4,1,3,0.0,0.0,Dissatisfied
Male,Loyal Customer,33,Business Travel,Business,3600.0,2,2,4,5,5,1,5,0.0,0.0,Satisfied
Female,Loyal Customer,22,Business Travel,Business,3600.0,3,3,3,3,3,4,3,0.0,6.0,Dissatisfied
Female,Loyal Customer,58,Business Travel,Business,3600.0,3,3,3,3,5,5,4,21.0,23.0,Satisfied
Female,Loyal Customer,46,Business Travel,Business,3601.0,2,2,2,3,2,2,4,94.0,69.0,Satisfied
Female,Loyal Customer,54,Business Travel,Business,3601.0,4,4,4,5,5,5,4,0.0,0.0,Satisfied
Male,Loyal Customer,51,Business Travel,Business,3601.0,4,4,4,2,4,4,2,0.0,0.0,Dissatisfied
Female,Loyal Customer,25,Business Travel,Business,3601.0,3,3,3,4,4,5,4,0.0,0.0,Unknown
Male,Loyal Customer,59,Business Travel,Business,3601.0,3,3,3,3,4,4,3,0.0,0.0,Satisfied
Female,Loyal Customer,51,Business Travel,Business,3601.0,4,4,4,2,5,4,3,0.0,3.0,Satisfied
Male,Loyal Customer,44,Business Travel,Business,3601.0,2,2,4,4,4,4,4,62.0,65.0,Satisfied
Female,Loyal Customer,46,Business Travel,Business,3601.0,5,5,3,4,4,4,4,0.0,0.0,Neutral
Male,Loyal Customer,56,Business Travel,Business,3601.0,5,5,2,4,5,5,3,85.0,88.0,Satisfied
Female,Loyal Customer,39,Business Travel,Business,3601.0,1,1,1,3,4,4,3,5.0,0.0,Satisfied
Male,Loyal Customer,35,Business Travel,Business,3601.0,2,2,4,4,5,5,5,0.0,0.0,Satisfied
Male,Loyal Customer,34,Business Travel,Business,3601.0,4,1,1,1,4,4,2,8.0,7.0,Dissatisfied
Female,Loyal Customer,33,Business Travel,Business,3601.0,2,1,3,4,4,4,4,0.0,0.0,Neutral
Female,Loyal Customer,60,Business Travel,Business,3602.0,2,2,2,2,4,5,4,74.0,78.0,Satisfied
Female,Loyal Customer,32,Business Travel,Business,3602.0,1,1,1,4,4,5,4,0.0,0.0,Satisfied
Male,Loyal Customer,18,Business Travel,Business,337.0,2,2,3,5,2,5,2,2.0,0.0,Satisfied
Male,Loyal Customer,41,Business Travel,Business,3602.0,0,1,1,2,5,5,5,1.0,0.0,Satisfied
Male,Loyal Customer,56,Business Travel,Business,3602.0,2,2,2,3,5,5,4,0.0,0.0,Satisfied
Male,Loyal Customer,47,Business Travel,Business,3602.0,1,1,1,5,5,5,5,1.0,0.0,Satisfied
Male,Loyal Customer,16,Business Travel,Business,3602.0,1,1,1,4,4,1,4,0.0,0.0,Satisfied
Male,Loyal Customer,53,Business Travel,Business,3602.0,4,4,4,5,5,5,2,0.0,0.0,Satisfied
Female,Loyal Customer,43,Business Travel,Business,3603.0,3,3,3,2,5,5,2,0.0,0.0,Satisfied
Female,Loyal Customer,55,Business Travel,Business,3603.0,3,3,4,3,4,4,3,0.0,0.0,Satisfied
Male,Loyal Customer,44,Business Travel,Business,3603.0,4,5,3,3,4,4,4,12.0,20.0,Dissatisfied
Female,Loyal Customer,49,Business Travel,Business,3603.0,5,5,5,3,4,5,3,0.0,0.0,Satisfied
Female,Loyal Customer,37,Business Travel,Business,3603.0,2,2,3,4,4,4,4,0.0,0.0,Neutral
Female,Loyal Customer,37,Business Travel,Business,3603.0,3,3,3,4,5,5,5,0.0,0.0,Satisfied
Female,Loyal Customer,25,Business Travel,Business,3604.0,2,2,2,4,4,5,4,0.0,0.0,Unknown
Male,Loyal Customer,40,Business Travel,Business,3604.0,1,2,3,4,4,4,4,0.0,0.0,Neutral
Female,Loyal Customer,26,Business Travel,Business,3604.0,1,4,3,4,4,4,4,0.0,0.0,Neutral
Male,Loyal Customer,35,Business Travel,Business,3604.0,2,2,2,5,4,4,5,0.0,0.0,Satisfied
Female,Loyal Customer,43,Business Travel,Business,3604.0,3,3,3,1,4,4,2,0.0,0.0,Satisfied
Male,Loyal Customer,34,Business Travel,Business,3604.0,2,2,4,5,4,4,5,86.0,85.0,Satisfied
Male,Loyal Customer,54,Business Travel,Business,3604.0,1,1,1,4,4,4,5,0.0,0.0,Satisfied
Female,Loyal Customer,72,Business Travel,Business,3604.0,5,5,5,4,4,4,3,6.0,36.0,Satisfied
Male,Loyal Customer,50,Business Travel,Business,3604.0,2,2,2,2,5,5,4,12.0,35.0,Satisfied
Male,Loyal Customer,47,Business Travel,Business,3605.0,1,1,3,4,4,4,4,0.0,0.0,Neutral
Male,Loyal Customer,33,Business Travel,Business,3605.0,5,1,5,3,3,1,3,0.0,6.0,Satisfied
Female,Loyal Customer,47,Business Travel,Business,3605.0,4,4,4,4,5,5,5,0.0,0.0,Satisfied
Male,Loyal Customer,61,Business Travel,Business,3605.0,4,4,4,3,5,5,4,0.0,0.0,Satisfied
Male,Loyal Customer,39,Business Travel,Business,3605.0,1,1,1,4,3,3,3,0.0,0.0,Satisfied
Male,Loyal Customer,44,Business Travel,Business,3605.0,2,2,2,5,4,4,4,50.0,51.0,Satisfied
Female,Loyal Customer,48,Business Travel,Business,3605.0,5,5,5,3,5,5,5,0.0,0.0,Satisfied
Male,Loyal Customer,22,Business Travel,Business,3605.0,4,5,5,4,4,4,4,0.0,0.0,Dissatisfied
Female,Loyal Customer,25,Business Travel,Business,3606.0,2,2,2,4,4,2,4,0.0,0.0,Unknown
Female,Loyal Customer,49,Business Travel,Business,3606.0,3,4,3,4,4,4,4,0.0,0.0,Neutral
Male,Loyal Customer,53,Business Travel,Business,3606.0,1,1,1,4,5,5,5,0.0,0.0,Satisfied
Male,Loyal Customer,44,Business Travel,Business,3606.0,2,5,5,2,2,2,3,44.0,27.0,Dissatisfied
Female,Loyal Customer,55,Business Travel,Business,3606.0,4,4,1,3,5,5,5,12.0,0.0,Satisfied
Female,Loyal Customer,39,Business Travel,Business,3606.0,3,3,5,2,5,5,4,0.0,0.0,Satisfied
Female,Loyal Customer,48,Business Travel,Business,3606.0,2,2,2,5,5,5,3,0.0,0.0,Satisfied
Male,Loyal Customer,32,Business Travel,Business,3607.0,1,1,1,5,5,5,5,0.0,0.0,Satisfied
Female,Loyal Customer,55,Business Travel,Business,3607.0,1,1,5,4,5,5,5,0.0,0.0,Satisfied
Female,Loyal Customer,35,Business Travel,Business,3607.0,0,1,1,3,3,3,4,0.0,12.0,Satisfied
Female,Loyal Customer,41,Business Travel,Business,3607.0,5,5,1,2,5,5,5,0.0,0.0,Satisfied
Male,Loyal Customer,47,Business Travel,Business,3607.0,3,3,3,4,5,5,5,5.0,0.0,Satisfied
Male,Loyal Customer,64,Business Travel,Business,3607.0,2,1,1,3,2,2,3,0.0,2.0,Dissatisfied
Female,Loyal Customer,38,Business Travel,Business,3607.0,1,1,1,3,4,4,3,0.0,0.0,Satisfied
Female,Loyal Customer,26,Business Travel,Business,3607.0,5,5,5,2,2,3,2,4.0,0.0,Satisfied
Female,Loyal Customer,17,Business Travel,Business,3607.0,4,4,4,4,4,4,4,21.0,15.0,Satisfied
Female,Loyal Customer,60,Business Travel,Business,3607.0,3,3,3,4,5,5,3,92.0,94.0,Satisfied
Female,Loyal Customer,45,Business Travel,Business,3607.0,2,2,3,5,3,3,4,0.0,0.0,Satisfied
Female,Loyal Customer,40,Business Travel,Business,3608.0,3,3,3,4,4,4,4,0.0,0.0,Neutral
Male,Loyal Customer,36,Business Travel,Business,3608.0,3,3,3,1,4,4,2,3.0,0.0,Satisfied
Female,Loyal Customer,55,Business Travel,Business,3608.0,5,5,5,2,4,4,3,0.0,0.0,Satisfied
Female,Loyal Customer,42,Business Travel,Business,3608.0,4,2,4,2,5,5,4,19.0,58.0,Satisfied
Male,Loyal Customer,34,Business Travel,Business,3608.0,3,3,3,4,4,5,4,0.0,0.0,Satisfied
Male,Loyal Customer,43,Business Travel,Business,3608.0,4,4,4,3,4,4,5,14.0,0.0,Satisfied
Female,Loyal Customer,55,Business Travel,Business,3609.0,4,4,4,5,3,2,5,142.0,139.0,Satisfied
Female,Loyal Customer,60,Business Travel,Business,3609.0,2,2,2,5,5,5,5,0.0,0.0,Satisfied
Male,Loyal Customer,56,Business Travel,Business,3609.0,5,5,3,4,4,4,4,0.0,0.0,Neutral
Male,Loyal Customer,42,Business Travel,Business,3609.0,2,2,2,5,5,5,5,0.0,0.0,Satisfied
Male,Loyal Customer,42,Business Travel,Business,3609.0,5,5,5,4,4,4,5,0.0,0.0,Satisfied
Male,Loyal Customer,40,Business Travel,Business,3609.0,3,3,3,3,5,5,3,3.0,5.0,Satisfied
Female,Loyal Customer,63,Business Travel,Business,3609.0,5,5,5,1,5,5,5,0.0,0.0,Satisfied
Female,Loyal Customer,47,Business Travel,Business,3610.0,5,5,5,4,4,4,5,0.0,5.0,Satisfied
Male,Loyal Customer,41,Business Travel,Business,3610.0,5,5,5,4,5,5,3,0.0,0.0,Satisfied
Male,Loyal Customer,43,Business Travel,Business,3610.0,4,4,4,3,3,3,5,0.0,1.0,Satisfied
Female,Loyal Customer,58,Business Travel,Business,3610.0,5,5,5,4,4,4,3,114.0,106.0,Satisfied
Female,Loyal Customer,53,Business Travel,Business,3610.0,3,5,5,2,3,3,4,13.0,7.0,Dissatisfied
Male,Loyal Customer,22,Business Travel,Business,3610.0,1,5,3,4,4,4,4,0.0,0.0,Neutral
Male,Loyal Customer,38,Business Travel,Business,3611.0,4,4,4,3,5,5,4,23.0,26.0,Satisfied
Female,Loyal Customer,22,Business Travel,Business,3611.0,5,5,3,4,4,5,4,21.0,11.0,Satisfied
Male,Loyal Customer,42,Business Travel,Business,3611.0,3,3,3,4,4,4,4,0.0,0.0,Neutral
Male,Loyal Customer,55,Business Travel,Business,3611.0,2,2,2,4,5,5,5,0.0,0.0,Satisfied
Female,Loyal Customer,40,Business Travel,Business,3611.0,2,2,2,2,4,4,5,0.0,0.0,Satisfied
Male,Loyal Customer,56,Business Travel,Business,3611.0,2,4,2,3,5,5,5,16.0,7.0,Satisfied
Female,Loyal Customer,32,Business Travel,Business,3611.0,4,4,4,4,4,1,4,26.0,4.0,Satisfied
Female,Loyal Customer,25,Business Travel,Business,3611.0,2,4,4,2,2,4,2,0.0,0.0,Unknown
Female,Loyal Customer,57,Business Travel,Business,3611.0,2,2,2,4,5,5,5,0.0,0.0,Satisfied
Female,Loyal Customer,46,Business Travel,Business,3611.0,2,2,2,4,4,4,3,0.0,0.0,Satisfied
Male,Loyal Customer,55,Business Travel,Business,3611.0,0,5,1,4,4,4,3,12.0,8.0,Satisfied
Female,Loyal Customer,44,Business Travel,Business,3612.0,3,3,3,3,4,2,3,105.0,146.0,Satisfied
Male,Loyal Customer,46,Business Travel,Business,3612.0,3,4,2,4,3,3,4,0.0,26.0,Dissatisfied
Female,Loyal Customer,41,Business Travel,Business,3612.0,1,1,1,4,3,3,5,0.0,0.0,Satisfied
Female,Loyal Customer,48,Business Travel,Business,3612.0,1,1,1,2,4,4,5,0.0,0.0,Satisfied
Male,Loyal Customer,47,Business Travel,Business,3612.0,3,2,3,4,4,4,4,0.0,0.0,Neutral
Female,Loyal Customer,39,Business Travel,Business,3612.0,4,4,4,4,4,4,4,2.0,2.0,Satisfied
Female,Loyal Customer,57,Business Travel,Business,3612.0,1,1,1,3,1,1,2,5.0,3.0,Dissatisfied
Female,Disloyal Customer,39,Business Travel,Business,3612.0,4,4,4,4,4,4,4,0.0,0.0,Neutral
Male,Loyal Customer,42,Business Travel,Business,3612.0,1,1,1,3,4,4,5,13.0,17.0,Satisfied
Male,Loyal Customer,34,Business Travel,Business,3612.0,2,3,3,1,2,2,3,19.0,28.0,Dissatisfied
Female,Loyal Customer,25,Business Travel,Business,3612.0,1,1,1,5,5,4,5,0.0,0.0,Unknown
Male,Loyal Customer,27,Business Travel,Business,3612.0,2,2,2,5,5,5,5,17.0,8.0,Satisfied
Female,Loyal Customer,46,Business Travel,Business,3612.0,3,3,5,5,5,5,4,94.0,99.0,Satisfied
Male,Loyal Customer,9,Business Travel,Business,337.0,4,3,3,5,4,4,4,2.0,0.0,Dissatisfied
Female,Loyal Customer,43,Business Travel,Business,3612.0,3,3,3,5,4,4,3,0.0,0.0,Satisfied
Female,Loyal Customer,54,Business Travel,Business,3612.0,1,1,1,5,2,2,4,0.0,7.0,Satisfied
Male,Loyal Customer,38,Business Travel,Business,3612.0,2,2,2,3,5,5,5,0.0,0.0,Satisfied
Male,Loyal Customer,36,Business Travel,Business,3613.0,5,5,5,4,3,3,5,0.0,0.0,Satisfied
Male,Loyal Customer,45,Business Travel,Business,3613.0,4,4,4,3,3,3,4,13.0,4.0,Satisfied
Male,Loyal Customer,50,Business Travel,Business,3613.0,4,3,3,4,4,4,4,0.0,0.0,Neutral
Male,Loyal Customer,22,Business Travel,Business,3613.0,2,4,4,2,2,1,2,23.0,29.0,Dissatisfied
Male,Loyal Customer,40,Business Travel,Business,3613.0,4,4,4,5,4,4,3,0.0,0.0,Satisfied
Female,Loyal Customer,33,Business Travel,Business,3613.0,2,3,3,4,2,2,2,0.0,1.0,Dissatisfied
Female,Loyal Customer,42,Business Travel,Business,3613.0,4,1,1,2,4,4,4,0.0,28.0,Dissatisfied
Female,Loyal Customer,39,Business Travel,Business,3613.0,1,1,1,2,4,4,4,3.0,5.0,Satisfied
Female,Loyal Customer,52,Business Travel,Business,3613.0,5,5,5,5,4,5,4,0.0,0.0,Satisfied
Female,Loyal Customer,54,Business Travel,Business,3613.0,4,4,4,5,4,4,5,0.0,0.0,Satisfied
Female,Loyal Customer,51,Business Travel,Business,3613.0,4,4,3,5,4,4,5,70.0,67.0,Satisfied
Male,Loyal Customer,14,Business Travel,Business,3613.0,4,4,4,4,4,4,4,0.0,0.0,Satisfied
Female,Loyal Customer,49,Business Travel,Business,3613.0,5,5,5,2,4,4,4,0.0,0.0,Satisfied
Male,Loyal Customer,80,Business Travel,Business,3613.0,4,4,4,4,4,4,5,0.0,0.0,Satisfied
Female,Loyal Customer,57,Business Travel,Business,3614.0,4,4,1,4,4,4,5,0.0,0.0,Satisfied
Female,Loyal Customer,48,Business Travel,Business,3614.0,4,4,4,5,5,5,5,0.0,2.0,Satisfied
Male,Loyal Customer,55,Business Travel,Business,3614.0,5,5,5,2,4,4,3,0.0,0.0,Satisfied
Female,Loyal Customer,43,Business Travel,Business,3614.0,4,4,4,4,5,5,5,8.0,4.0,Satisfied
Male,Loyal Customer,38,Business Travel,Business,3615.0,2,2,2,2,2,2,4,84.0,78.0,Dissatisfied
Male,Loyal Customer,49,Business Travel,Business,3615.0,3,3,3,4,4,4,3,2.0,0.0,Satisfied
Male,Loyal Customer,70,Business Travel,Business,3615.0,2,2,2,3,5,5,4,0.0,0.0,Satisfied
Female,Loyal Customer,19,Business Travel,Business,3615.0,3,3,3,5,5,4,5,0.0,0.0,Satisfied
Male,Loyal Customer,27,Business Travel,Business,3615.0,3,5,3,4,4,4,4,31.0,29.0,Satisfied
Male,Loyal Customer,49,Business Travel,Business,3615.0,1,4,3,4,4,4,4,0.0,0.0,Neutral
Male,Loyal Customer,53,Business Travel,Business,3616.0,5,5,1,4,5,5,4,0.0,0.0,Satisfied
Male,Loyal Customer,56,Business Travel,Business,3616.0,5,5,5,2,4,5,5,0.0,0.0,Satisfied
Female,Loyal Customer,39,Business Travel,Business,3616.0,1,1,1,5,5,3,5,13.0,13.0,Unknown
Male,Loyal Customer,36,Business Travel,Business,3616.0,3,3,3,4,4,4,4,0.0,0.0,Neutral
Male,Loyal Customer,33,Business Travel,Business,3616.0,4,4,4,2,2,4,2,8.0,40.0,Satisfied
Female,Loyal Customer,50,Business Travel,Business,3616.0,4,4,4,2,4,5,3,26.0,26.0,Satisfied
Female,Loyal Customer,25,Business Travel,Business,3616.0,5,5,5,2,2,4,2,0.0,0.0,Unknown
Male,Loyal Customer,43,Business Travel,Business,3616.0,3,3,3,5,5,5,3,67.0,61.0,Satisfied
Female,Loyal Customer,53,Business Travel,Business,3616.0,1,2,2,2,1,1,4,0.0,0.0,Dissatisfied
Male,Loyal Customer,50,Business Travel,Business,3616.0,3,3,3,3,4,4,5,1.0,0.0,Satisfied
Female,Loyal Customer,54,Business Travel,Business,3616.0,4,2,2,4,4,4,2,42.0,23.0,Dissatisfied
